date,target_variable_name
2022-01-01,0.45575182316582663
2022-01-02,0.05129233665565458
2022-01-03,0.5228467083209147
2022-01-04,0.7303831942121565
2022-01-05,0.4876739670195541
2022-01-06,0.06699413919866515
2022-01-07,0.6415785317069146
2022-01-08,0.4627916470405472
2022-01-09,0.6259345305720783
2022-01-10,0.148629861330546
2022-01-11,0.31321759480491373
2022-01-12,0.31399140739374554
2022-01-13,0.5776234580244313
2022-01-14,0.9326846142869136
2022-01-15,0.2917061063182176
2022-01-16,0.5960076278733158
2022-01-17,0.5253539740465739
2022-01-18,0.9480648555316435
2022-01-19,0.8076994083888929
2022-01-20,0.10832718807971642
2022-01-21,0.18819230130671094
2022-01-22,0.7119329397467328
2022-01-23,0.8673170012346406
2022-01-24,0.5151691560391827
2022-01-25,0.6776561537412559
2022-01-26,0.5984742589409477
2022-01-27,0.05024089363964235
2022-01-28,0.21051745435207214
2022-01-29,0.6309149590423181
2022-01-30,0.17063525003415025
2022-01-31,0.8927798537870065
2022-02-01,0.3932224646176238
2022-02-02,0.7781549541316147
2022-02-03,0.4154943873358442
2022-02-04,0.42714822971184196
2022-02-05,0.8424501041197703
2022-02-06,0.41185686970410584
2022-02-07,0.9594732086948865
2022-02-08,0.4146958955546195
2022-02-09,0.055869122699970464
2022-02-10,0.6683126153372229
2022-02-11,0.30177438114305055
2022-02-12,0.7395121663739292
2022-02-13,0.8614777587579664
2022-02-14,0.9570757435907907
2022-02-15,0.6603695256102894
2022-02-16,0.773627283274084
2022-02-17,0.9077435987591708
2022-02-18,0.9188633758548399
2022-02-19,0.4702336413851481
2022-02-20,0.6158123062555527
2022-02-21,0.7415110033661542
2022-02-22,0.5232760579831935
2022-02-23,0.35407801465371236
2022-02-24,0.6029166652818644
2022-02-25,0.30681885668575193
2022-02-26,0.9924406905044422
2022-02-27,0.0912820350585114
2022-02-28,0.43567027348608567
2022-03-01,0.008720348979951331
2022-03-02,0.5308305780144399
2022-03-03,0.7200022755738371
2022-03-04,0.615721853131779
2022-03-05,0.6335829418351768
2022-03-06,0.25462479432003393
2022-03-07,0.6926161100835909
2022-03-08,0.33547356768569725
2022-03-09,0.458308422158872
2022-03-10,0.3481563667015902
2022-03-11,0.025891962065906604
2022-03-12,0.6558532400116239
2022-03-13,0.9673269432322078
2022-03-14,0.027088913031132367
2022-03-15,0.5227539019510866
2022-03-16,0.5012186591685452
2022-03-17,0.9772528027326604
2022-03-18,0.9864274520086105
2022-03-19,0.7318941559583718
2022-03-20,0.2536836532053828
2022-03-21,0.028516425124452294
2022-03-22,0.9932859571627746
2022-03-23,0.46013302502557296
2022-03-24,0.38903378470407524
2022-03-25,0.02837394402444693
2022-03-26,0.1125735425878307
2022-03-27,0.9761264720578258
2022-03-28,0.2915696449779952
2022-03-29,0.5903569412610731
2022-03-30,0.3636704264056009
2022-03-31,0.2919670016435326
2022-04-01,0.7021549447574984
2022-04-02,0.8520329102705915
2022-04-03,0.12796332239567287
2022-04-04,0.03867690372179344
2022-04-05,0.18942356212961386
2022-04-06,0.7808542051661207
2022-04-07,0.38007103216543303
2022-04-08,0.032773693896813616
2022-04-09,0.004086950580860171
2022-04-10,0.5118977390953282
2022-04-11,0.6560768099255383
2022-04-12,0.9108929374476563
2022-04-13,0.9697243161812685
2022-04-14,0.3367260692353087
